ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
PVLA,"Palvella Therapeutics, Inc.",1,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.581505,0.620219,24,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,186,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.170846,0.603825,85,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,55,0.1
RNA,"Avidity Biosciences, Inc.",3,6.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.261755,0.625683,177,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,84,0.1
ALMS,Alumis Inc.,4,6.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.614754,146,specific_days,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,7,0.1
PRAX,"Praxis Precision Medicines, Inc",5,6.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.246082,0.647541,116,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,79,0.1
IMVT,"Immunovant, Inc.",6,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.562696,0.696721,24,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,180,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",7,6.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.268025,0.680328,84,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,86,0.1
PHVS,Pharvaris N.V.,8,2.7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.242947,0.691257,55,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,78,0.1
KURA,"Kura Oncology, Inc.",9,5.47,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.18652,0.70765,177,specific_days,headwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,60,0.1
CLYM,"Climb Bio, Inc.",10,4.51,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.083072,0.674863,55,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,drug_developer,1,27,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",11,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.095611,0.713115,84,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,31,0.1
ORKA,"Oruka Therapeutics, Inc.",12,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.810345,0.855191,116,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,259,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",13,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.816614,0.920765,116,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,261,0.0646411489361702
OCGN,"Ocugen, Inc.",14,0.68,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.575235,0.762295,12,specific_days,headwind,,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,184,0.09254273684210526
DNTH,"Dianthus Therapeutics, Inc.",15,5.47,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.681818,0.948087,145,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,218,0.0743638577586207
COGT,"Cogent Biosciences, Inc.",16,6.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.672414,0.833333,116,specific_days,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,215,0.0743638577586207
CGON,"CG Oncology, Inc.",17,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.669279,0.877049,116,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,214,0.0743638577586207
KOD,Kodiak Sciences Inc,18,5.47,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.697492,0.969945,177,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,223,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",19,0.68,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.688088,0.904372,116,specific_days,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,220,0.0743638577586207
ARTV,"Artiva Biotherapeutics, Inc.",20,4.51,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.051724,0.724044,55,specific_days,neutral,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,17,0.1
