ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
NMRA,"Neumora Therapeutics, Inc.",1,2.87,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.547138,0.643713,1,specific_days,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,163,0.057253918032786885
IRON,"Disc Medicine, Inc.",2,5.8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.170034,0.61976,62,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,51,0.1
PVLA,"Palvella Therapeutics, Inc.",3,5.8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.550505,0.661677,1,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,164,0.057253918032786885
ALMS,Alumis Inc.,4,6.82,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.018519,0.625749,123,specific_days,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,6,0.1
ZBIO,"Zenas BioPharma, Inc.",5,3.48,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.348485,0.673653,93,specific_days,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|high_risk,drug_developer,1,104,0.1
PRAX,"Praxis Precision Medicines, Inc",6,6.82,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.254209,0.667665,93,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,76,0.1
IMVT,"Immunovant, Inc.",7,5.8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.526936,0.715569,1,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,157,0.057253918032786885
CCCC,"C4 Therapeutics, Inc.",8,1.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.089226,0.631737,31,specific_days,headwind,overbought_rsi,S,tier_a_dev|sponsor_confirmed|momentum_headwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,27,0.1
RVMD,"Revolution Medicines, Inc.",9,6.82,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.284512,0.709581,61,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,85,0.1
ELDN,"Eledon Pharmaceuticals, Inc.",10,3.75,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.126263,0.655689,93,specific_days,tailwind,deep_drawdown|deep_drawdown_rel_xbi|overbought_rsi,L,tier_a_dev|momentum_tailwind|cost_haircut_>2000bps,drug_developer,1,38,0.1
KOD,Kodiak Sciences Inc,11,5.8,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.688552,0.967066,154,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,205,0.037547915422885575
FDMT,"4D Molecular Therapeutics, Inc.",12,0.72,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.678451,0.913174,93,specific_days,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,202,0.037547915422885575
DNTH,"Dianthus Therapeutics, Inc.",13,5.8,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.675084,0.949102,122,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,201,0.037547915422885575
