ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
NMRA,"Neumora Therapeutics, Inc.",1,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.547138,0.643713,0.5154,-0.546,1.2782,,1,specific_days,3,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,v1.3.0,e549e067,late|near_0_30|pos,0.057253918032786885,,drug_developer,163,0.057253918032786885
IRON,"Disc Medicine, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.170034,0.61976,0.5173,-0.4508,1.5239,,62,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,e549e067,late|near_31_90|pos,0.1,,drug_developer,51,0.1
PVLA,"Palvella Therapeutics, Inc.",3,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.550505,0.661677,0.5145,-0.5929,1.157,,1,specific_days,3,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,e549e067,late|near_0_30|pos,0.057253918032786885,,drug_developer,164,0.057253918032786885
ALMS,Alumis Inc.,4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.018519,0.625749,0.5163,-0.4867,1.4313,,123,specific_days,3,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,e549e067,late|near_91_180|pos,0.1,,drug_developer,6,0.1
ZBIO,"Zenas BioPharma, Inc.",5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.348485,0.673653,0.5101,-0.6394,1.0369,,93,specific_days,3,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|high_risk,v1.3.0,e549e067,late|near_91_180|pos,0.1,,drug_developer,104,0.1
PRAX,"Praxis Precision Medicines, Inc",6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.254209,0.667665,0.5144,-0.6162,1.0968,,93,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,e549e067,late|near_91_180|pos,0.1,,drug_developer,76,0.1
IMVT,"Immunovant, Inc.",7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.526936,0.715569,0.5055,-0.7762,0.6835,,1,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,e549e067,late|near_0_30|pos,0.057253918032786885,,drug_developer,157,0.057253918032786885
CCCC,"C4 Therapeutics, Inc.",8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.089226,0.631737,-0.094,-0.5017,1.3925,,31,specific_days,3,headwind,overbought_rsi,S,tier_a_dev|sponsor_confirmed|momentum_headwind|runway_short|cost_haircut_<=2000bps,v1.3.0,e549e067,mid|near_31_90|pos,0.1,,drug_developer,27,0.1
RVMD,"Revolution Medicines, Inc.",9,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.284512,0.709581,0.5073,-0.7537,0.7417,,61,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,e549e067,late|near_31_90|pos,0.1,,drug_developer,85,0.1
ELDN,"Eledon Pharmaceuticals, Inc.",10,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.126263,0.655689,-0.0943,-0.5834,1.1816,,93,specific_days,9,tailwind,deep_drawdown|deep_drawdown_rel_xbi|overbought_rsi,L,tier_a_dev|momentum_tailwind|cost_haircut_>2000bps,v1.3.0,e549e067,mid|near_91_180|pos,0.1,,drug_developer,38,0.1
KOD,Kodiak Sciences Inc,11,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.688552,0.967066,0.4462,-1.5453,-1.3027,,154,specific_days,3,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,e549e067,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,205,0.037547915422885575
FDMT,"4D Molecular Therapeutics, Inc.",12,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.678451,0.913174,0.4689,-1.4775,-1.1276,,93,specific_days,3,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,v1.3.0,e549e067,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,202,0.037547915422885575
DNTH,"Dianthus Therapeutics, Inc.",13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.675084,0.949102,0.4436,-1.5453,-1.3027,,122,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,e549e067,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,201,0.037547915422885575
COGT,"Cogent Biosciences, Inc.",14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.66835,0.829341,0.4833,-1.1735,-0.3424,,93,specific_days,3,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,e549e067,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,199,0.037547915422885575
CGON,"CG Oncology, Inc.",15,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.664983,0.865269,0.4756,-1.3239,-0.7308,,93,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,e549e067,late|near_91_180|nonpos,0.037547915422885575,,drug_developer,198,0.037547915422885575
CLYM,"Climb Bio, Inc.",16,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.092593,0.727545,-0.5306,-0.8206,0.569,,32,specific_days,3,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk|cost_haircut_<=2000bps,v1.3.0,e549e067,mid|near_31_90|pos,0.1,,drug_developer,28,0.1
VERA,"Vera Therapeutics, Inc.",17,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.638047,0.919162,0.4655,-1.4962,-1.1759,,15,specific_days,9,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,e549e067,late|near_0_30|nonpos,0.0566169393939394,,drug_developer,190,0.0566169393939394
REPL,"Replimune Group, Inc.",18,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.624579,0.853293,0.4792,-1.2844,-0.6288,,1,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,e549e067,late|near_0_30|nonpos,0.0566169393939394,,drug_developer,186,0.0566169393939394
OLMA,"Olema Pharmaceuticals, Inc.",19,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.621212,0.805389,0.4851,-1.1012,-0.1557,,1,specific_days,3,tailwind,high_vol|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,v1.3.0,e549e067,late|near_0_30|nonpos,0.0566169393939394,,drug_developer,185,0.0566169393939394
NUVB,Nuvation Bio Inc.,20,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.223906,0.769461,0.4936,-0.9742,0.1724,,123,specific_days,2,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|high_risk,v1.3.0,e549e067,late|near_91_180|pos,0.1,,drug_developer,67,0.1
CRSP,CRISPR Therapeutics AG,21,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.109428,0.757485,0.4941,-0.9526,0.228,,92,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,e549e067,late|near_91_180|pos,0.1,,drug_developer,33,0.1
CNTA,Centessa Pharmaceuticals plc,22,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.449495,0.943114,0.4425,-1.5453,-1.3027,,61,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,e549e067,late|near_31_90|nonpos,0.05985007981220658,,drug_developer,134,0.05985007981220658
CELC,Celcuity Inc.,23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.442761,0.841317,0.4819,-1.204,-0.4213,,31,specific_days,2,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,e549e067,late|near_31_90|nonpos,0.05985007981220658,,drug_developer,132,0.05985007981220658
