ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
KALV,"KalVista Pharmaceuticals, Inc.",1,5.53,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.196541,0.607143,160,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,63,0.1
PVLA,"Palvella Therapeutics, Inc.",2,5.53,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.281447,0.645604,39,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,90,0.1
PRAX,"Praxis Precision Medicines, Inc",3,6.5,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.275157,0.662088,131,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,88,0.1
PHVS,Pharvaris N.V.,4,4.55,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.592767,0.711538,11,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,189,0.09254273684210526
IRON,"Disc Medicine, Inc.",5,5.53,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.183962,0.700549,100,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,59,0.1
RVMD,"Revolution Medicines, Inc.",6,6.5,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.300314,0.717033,99,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,96,0.1
PRTA,Prothena Corporation plc,7,2.73,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.595912,0.75,2,specific_days,headwind,deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,190,0.09254273684210526
ALMS,Alumis Inc.,8,6.5,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.02673,0.728022,161,specific_days,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,9,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",9,5.53,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.108491,0.744505,99,specific_days,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,35,0.1
ORKA,"Oruka Therapeutics, Inc.",10,5.53,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.800314,0.914835,131,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,255,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",11,5.53,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.803459,0.925824,131,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,256,0.0646411489361702
OCGN,"Ocugen, Inc.",12,0.68,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.589623,0.782967,27,specific_days,headwind,,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,188,0.09254273684210526
DNTH,"Dianthus Therapeutics, Inc.",13,5.53,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.677673,0.942308,160,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,216,0.0743638577586207
CNTA,Centessa Pharmaceuticals plc,14,5.53,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.671384,0.936813,99,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,214,0.0743638577586207
CGON,"CG Oncology, Inc.",15,5.53,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.668239,0.892857,131,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,213,0.0743638577586207
CRSP,CRISPR Therapeutics AG,16,6.5,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.105346,0.766484,130,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,34,0.1
ARTV,"Artiva Biotherapeutics, Inc.",17,4.55,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.061321,0.739011,70,specific_days,neutral,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,20,0.1
FDMT,"4D Molecular Therapeutics, Inc.",18,0.68,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.683962,0.909341,131,specific_days,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,218,0.0743638577586207
IMVT,"Immunovant, Inc.",19,5.53,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.171384,0.777473,39,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,55,0.1
KOD,Kodiak Sciences Inc,20,5.53,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.444969,0.958791,10,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,142,0.09603160592255125
