ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
PVLA,"Palvella Therapeutics, Inc.",1,5.3,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.575235,0.620219,19,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,184,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,5.3,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.173981,0.603825,80,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,56,0.1
NMRA,"Neumora Therapeutics, Inc.",3,2.62,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.565831,0.636612,19,specific_days,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,181,0.09254273684210526
RNA,"Avidity Biosciences, Inc.",4,6.23,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.261755,0.625683,172,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,drug_developer,1,84,0.1
ALMS,Alumis Inc.,5,6.23,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.614754,141,specific_days,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,7,0.1
PRAX,"Praxis Precision Medicines, Inc",6,6.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.246082,0.647541,111,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,79,0.1
IMVT,"Immunovant, Inc.",7,5.3,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.553292,0.691257,19,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,177,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",8,6.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.268025,0.680328,79,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,86,0.1
PHVS,Pharvaris N.V.,9,4.36,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.242947,0.696721,50,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,78,0.1
KURA,"Kura Oncology, Inc.",10,5.3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.189655,0.702186,172,specific_days,headwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,61,0.1
CLYM,"Climb Bio, Inc.",11,4.36,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.079937,0.674863,50,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,26,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",12,5.3,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.095611,0.713115,79,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,31,0.1
PEPG,PepGen Inc.,13,4.36,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.816614,0.980874,172,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,drug_developer,1,261,0.0646411489361702
ORKA,"Oruka Therapeutics, Inc.",14,5.3,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.81348,0.855191,111,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,260,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",15,3.18,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.819749,0.920765,111,specific_days,neutral,high_beta,M,tier_a_dev|sponsor_confirmed|runway_short|high_risk,drug_developer,1,262,0.0646411489361702
DNTH,"Dianthus Therapeutics, Inc.",16,5.3,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.678683,0.948087,140,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,217,0.0743638577586207
COGT,"Cogent Biosciences, Inc.",17,6.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.672414,0.833333,111,specific_days,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,215,0.0743638577586207
OCGN,"Ocugen, Inc.",18,1.31,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.568966,0.76776,7,specific_days,neutral,,S,tier_a_dev|runway_short|cost_haircut_<=2000bps,drug_developer,1,182,0.09254273684210526
CGON,"CG Oncology, Inc.",19,5.3,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.669279,0.877049,111,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,214,0.0743638577586207
CELC,Celcuity Inc.,20,6.23,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.663009,0.838798,140,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,212,0.0743638577586207
