ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
PVLA,"Palvella Therapeutics, Inc.",1,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.57837,0.620219,23,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,185,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.173981,0.603825,84,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,56,0.1
RNA,"Avidity Biosciences, Inc.",3,6.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.26489,0.625683,176,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,drug_developer,1,85,0.1
ALMS,Alumis Inc.,4,6.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.614754,145,specific_days,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,7,0.1
PRAX,"Praxis Precision Medicines, Inc",5,6.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.249216,0.647541,115,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,80,0.1
IMVT,"Immunovant, Inc.",6,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.559561,0.696721,23,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,179,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",7,6.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.27116,0.680328,83,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,87,0.1
PHVS,Pharvaris N.V.,8,2.7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.246082,0.691257,54,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,79,0.1
KURA,"Kura Oncology, Inc.",9,5.47,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.189655,0.70765,176,specific_days,headwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,61,0.1
CLYM,"Climb Bio, Inc.",10,4.51,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.083072,0.674863,54,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,drug_developer,1,27,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",11,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.098746,0.713115,83,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,32,0.1
PEPG,PepGen Inc.,12,4.51,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.816614,0.980874,176,specific_days,tailwind,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,drug_developer,1,261,0.0646411489361702
ORKA,"Oruka Therapeutics, Inc.",13,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.81348,0.855191,115,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,260,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",14,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.819749,0.920765,115,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,drug_developer,1,262,0.0646411489361702
OCGN,"Ocugen, Inc.",15,0.68,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.5721,0.762295,11,specific_days,headwind,deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,183,0.09254273684210526
DNTH,"Dianthus Therapeutics, Inc.",16,5.47,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.681818,0.948087,144,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,218,0.0743638577586207
COGT,"Cogent Biosciences, Inc.",17,6.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.675549,0.833333,115,specific_days,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,216,0.0743638577586207
CGON,"CG Oncology, Inc.",18,5.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.672414,0.877049,115,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,215,0.0743638577586207
KOD,Kodiak Sciences Inc,19,5.47,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.700627,0.969945,176,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,224,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",20,0.68,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.688088,0.904372,115,specific_days,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,220,0.0743638577586207
