ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
IRON,"Disc Medicine, Inc.",1,5.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.167712,0.603825,70,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,54,0.1
NMRA,"Neumora Therapeutics, Inc.",2,2.58,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.57837,0.625683,9,specific_days,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,185,0.09254273684210526
RNA,"Avidity Biosciences, Inc.",3,6.15,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.252351,0.620219,162,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,81,0.1
PVLA,"Palvella Therapeutics, Inc.",4,5.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.584639,0.642077,9,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,187,0.09254273684210526
ALMS,Alumis Inc.,5,6.15,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.020376,0.60929,39,specific_days,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,7,0.1
PRAX,"Praxis Precision Medicines, Inc",6,6.15,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.233542,0.647541,101,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,75,0.1
ZBIO,"Zenas BioPharma, Inc.",7,5.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.318182,0.653005,101,specific_days,neutral,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|high_risk,drug_developer,1,102,0.1
SYRE,"Spyre Therapeutics, Inc.",8,5.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.286834,0.614754,42,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,92,0.1
IMVT,"Immunovant, Inc.",9,5.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.562696,0.691257,9,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,180,0.09254273684210526
PHVS,Pharvaris N.V.,10,4.31,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.230408,0.674863,40,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,74,0.1
RVMD,"Revolution Medicines, Inc.",11,6.15,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.258621,0.685792,69,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,83,0.1
KURA,"Kura Oncology, Inc.",12,5.23,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.183386,0.70765,162,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,59,0.1
PEPG,PepGen Inc.,13,4.31,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.819749,0.920765,162,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,drug_developer,1,262,0.0646411489361702
ORKA,"Oruka Therapeutics, Inc.",14,5.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.816614,0.860656,101,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,261,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",15,3.14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.822884,0.942623,101,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|runway_short,drug_developer,1,263,0.0646411489361702
VRDN,"Viridian Therapeutics, Inc.",16,5.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.606583,0.756831,9,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,drug_developer,1,194,0.09254273684210526
DNTH,"Dianthus Therapeutics, Inc.",17,5.23,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.675549,0.953552,130,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,216,0.0743638577586207
COGT,"Cogent Biosciences, Inc.",18,6.15,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.669279,0.838798,101,specific_days,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,214,0.0743638577586207
CGON,"CG Oncology, Inc.",19,5.23,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.666144,0.871585,101,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,213,0.0743638577586207
OCGN,"Ocugen, Inc.",20,2.58,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.703762,0.778689,98,specific_days,tailwind,,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,225,0.0743638577586207
