ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
KALV,"KalVista Pharmaceuticals, Inc.",1,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.20347,0.616022,162,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,65,0.1
PVLA,"Palvella Therapeutics, Inc.",2,5.41,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.291798,0.643646,41,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,93,0.1
PRAX,"Praxis Precision Medicines, Inc",3,6.36,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.285489,0.665746,133,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,91,0.1
PHVS,Pharvaris N.V.,4,2.67,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.591483,0.70442,13,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,188,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",5,6.36,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.307571,0.720994,101,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,98,0.1
ALMS,Alumis Inc.,6,6.36,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.026814,0.732044,163,specific_days,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,9,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",7,5.41,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.111987,0.754144,101,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,36,0.1
OCGN,"Ocugen, Inc.",8,2.67,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.588328,0.787293,29,specific_days,tailwind,,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,187,0.09254273684210526
ORKA,"Oruka Therapeutics, Inc.",9,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.790221,0.914365,133,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,251,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",10,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.793375,0.925414,133,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,252,0.0646411489361702
CRSP,CRISPR Therapeutics AG,11,6.36,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.108833,0.765193,132,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,35,0.1
NUVB,Nuvation Bio Inc.,12,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.257098,0.776243,163,specific_days,tailwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,82,0.1
DNTH,"Dianthus Therapeutics, Inc.",13,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.667192,0.947514,162,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,212,0.0743638577586207
CNTA,Centessa Pharmaceuticals plc,14,5.41,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.660883,0.941989,101,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,210,0.0743638577586207
ARTV,"Artiva Biotherapeutics, Inc.",15,2.67,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.061514,0.748619,72,specific_days,headwind,deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,20,0.1
CGON,"CG Oncology, Inc.",16,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.657729,0.89779,133,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,209,0.0743638577586207
