ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
KALV,"KalVista Pharmaceuticals, Inc.",1,5.13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.181356,0.615152,161,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,54,0.1
PVLA,"Palvella Therapeutics, Inc.",2,5.13,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.286441,0.657576,40,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,85,0.1
PRAX,"Praxis Precision Medicines, Inc",3,6.03,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.269492,0.675758,132,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,80,0.1
RVMD,"Revolution Medicines, Inc.",4,6.03,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.3,0.736364,100,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,89,0.1
IRON,"Disc Medicine, Inc.",5,5.13,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.171186,0.724242,101,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,51,0.1
ALMS,Alumis Inc.,6,6.03,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.032203,0.742424,162,specific_days,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,10,0.1
ARTV,"Artiva Biotherapeutics, Inc.",7,2.53,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.066102,0.730303,71,specific_days,headwind,deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,20,0.1
CRSP,CRISPR Therapeutics AG,8,6.03,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.123729,0.784848,131,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,37,0.1
FDMT,"4D Molecular Therapeutics, Inc.",9,0.63,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.645763,0.906061,132,specific_days,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,191,0.037547915422885575
DNTH,"Dianthus Therapeutics, Inc.",10,5.13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.638983,0.948485,161,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,189,0.037547915422885575
CNTA,Centessa Pharmaceuticals plc,11,5.13,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.632203,0.942424,100,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,187,0.037547915422885575
CGON,"CG Oncology, Inc.",12,5.13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.628814,0.881818,132,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,186,0.037547915422885575
KOD,Kodiak Sciences Inc,13,5.13,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.584746,0.966667,11,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,173,0.0566169393939394
ERAS,"Erasca, Inc.",14,6.03,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.574576,0.869697,12,specific_days,tailwind,high_vol|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,170,0.0566169393939394
NUVB,Nuvation Bio Inc.,15,5.13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.235593,0.79697,162,specific_days,tailwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,70,0.1
VERA,"Vera Therapeutics, Inc.",16,5.13,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.483051,0.918182,54,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,143,0.05985007981220658
OLMA,"Olema Pharmaceuticals, Inc.",17,5.13,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.472881,0.839394,40,specific_days,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,140,0.05985007981220658
SION,"Sionna Therapeutics, Inc.",18,5.13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.394915,0.924242,132,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,117,0.08791470967741935
ORKA,"Oruka Therapeutics, Inc.",19,5.13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.391525,0.912121,132,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,116,0.08791470967741935
IMVT,"Immunovant, Inc.",20,5.13,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.157627,0.80303,40,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,47,0.1
