ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
NMRA,"Neumora Therapeutics, Inc.",1,2.85,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.584639,0.625683,5,specific_days,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,187,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,5.76,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.170846,0.603825,66,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,55,0.1
PVLA,"Palvella Therapeutics, Inc.",3,5.76,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.587774,0.642077,5,specific_days,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,188,0.09254273684210526
RNA,"Avidity Biosciences, Inc.",4,6.78,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.255486,0.620219,158,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,drug_developer,1,82,0.1
ALMS,Alumis Inc.,5,6.78,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.020376,0.614754,35,specific_days,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,7,0.1
PRAX,"Praxis Precision Medicines, Inc",6,6.78,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.236677,0.647541,97,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,76,0.1
ZBIO,"Zenas BioPharma, Inc.",7,3.46,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.318182,0.65847,97,specific_days,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|high_risk,drug_developer,1,102,0.1
IMVT,"Immunovant, Inc.",8,5.76,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.565831,0.691257,5,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,181,0.09254273684210526
SYRE,"Spyre Therapeutics, Inc.",9,5.76,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.286834,0.631148,38,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,92,0.1
PHVS,Pharvaris N.V.,10,2.85,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.233542,0.680328,36,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,75,0.1
RVMD,"Revolution Medicines, Inc.",11,6.78,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.261755,0.685792,65,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,84,0.1
KURA,"Kura Oncology, Inc.",12,5.76,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.18652,0.702186,158,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,60,0.1
CCCC,"C4 Therapeutics, Inc.",13,2.85,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.076803,0.674863,35,specific_days,headwind,deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,25,0.1
SION,"Sionna Therapeutics, Inc.",14,5.76,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.822884,0.980874,97,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,drug_developer,1,263,0.0646411489361702
PEPG,PepGen Inc.,15,4.75,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.819749,0.937158,158,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,drug_developer,1,262,0.0646411489361702
ORKA,"Oruka Therapeutics, Inc.",16,5.76,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.816614,0.877049,97,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,261,0.0646411489361702
VRDN,"Viridian Therapeutics, Inc.",17,5.76,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.609718,0.762295,5,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,drug_developer,1,195,0.09254273684210526
OCGN,"Ocugen, Inc.",18,2.85,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.703762,0.784153,94,specific_days,tailwind,,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,225,0.0743638577586207
KOD,Kodiak Sciences Inc,19,5.76,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.697492,0.969945,158,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,223,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",20,1.42,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.684953,0.909836,97,specific_days,neutral,high_beta,S,tier_a_dev|high_risk|cost_haircut_<=2000bps,drug_developer,1,219,0.0743638577586207
