ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
IRON,"Disc Medicine, Inc.",1,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.173981,0.603825,70,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,56,0.1
NMRA,"Neumora Therapeutics, Inc.",2,2.71,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.581505,0.625683,9,specific_days,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,186,0.09254273684210526
RNA,"Avidity Biosciences, Inc.",3,6.46,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.258621,0.620219,162,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,83,0.1
PVLA,"Palvella Therapeutics, Inc.",4,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.587774,0.642077,9,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,188,0.09254273684210526
ALMS,Alumis Inc.,5,6.46,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.020376,0.60929,39,specific_days,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,7,0.1
PRAX,"Praxis Precision Medicines, Inc",6,6.46,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.239812,0.647541,101,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,77,0.1
IMVT,"Immunovant, Inc.",7,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.565831,0.691257,9,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,181,0.09254273684210526
SYRE,"Spyre Therapeutics, Inc.",8,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.293103,0.614754,42,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,94,0.1
PHVS,Pharvaris N.V.,9,4.52,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.236677,0.674863,40,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,76,0.1
RVMD,"Revolution Medicines, Inc.",10,6.46,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.26489,0.685792,69,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,85,0.1
KURA,"Kura Oncology, Inc.",11,5.49,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.189655,0.70765,162,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,61,0.1
CCCC,"C4 Therapeutics, Inc.",12,2.71,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.079937,0.65847,39,specific_days,headwind,deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,26,0.1
PEPG,PepGen Inc.,13,4.52,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.822884,0.920765,162,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,drug_developer,1,263,0.0646411489361702
ORKA,"Oruka Therapeutics, Inc.",14,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.819749,0.860656,101,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,262,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",15,3.29,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.826019,0.942623,101,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|runway_short,drug_developer,1,264,0.0646411489361702
VRDN,"Viridian Therapeutics, Inc.",16,3.29,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.609718,0.756831,9,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|runway_short,drug_developer,1,195,0.09254273684210526
DNTH,"Dianthus Therapeutics, Inc.",17,5.49,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.678683,0.953552,130,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,217,0.0743638577586207
COGT,"Cogent Biosciences, Inc.",18,6.46,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.672414,0.838798,101,specific_days,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,215,0.0743638577586207
CGON,"CG Oncology, Inc.",19,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.669279,0.871585,101,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,214,0.0743638577586207
OCGN,"Ocugen, Inc.",20,2.71,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.703762,0.778689,98,specific_days,tailwind,,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,225,0.0743638577586207
