ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
KALV,"KalVista Pharmaceuticals, Inc.",1,5.49,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.196541,0.607143,159,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,63,0.1
PVLA,"Palvella Therapeutics, Inc.",2,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.281447,0.645604,38,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,90,0.1
PRAX,"Praxis Precision Medicines, Inc",3,6.46,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.275157,0.662088,130,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,88,0.1
PHVS,Pharvaris N.V.,4,4.52,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.592767,0.706044,10,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,189,0.09254273684210526
IRON,"Disc Medicine, Inc.",5,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.183962,0.700549,99,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,59,0.1
RVMD,"Revolution Medicines, Inc.",6,6.46,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.300314,0.728022,98,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,96,0.1
PRTA,Prothena Corporation plc,7,2.71,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.595912,0.755495,1,specific_days,headwind,deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,190,0.09254273684210526
ALMS,Alumis Inc.,8,6.46,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.029874,0.739011,160,specific_days,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,10,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",9,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.108491,0.744505,98,specific_days,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,35,0.1
ORKA,"Oruka Therapeutics, Inc.",10,5.49,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.79717,0.914835,130,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,254,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",11,5.49,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.800314,0.925824,130,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,255,0.0646411489361702
OCGN,"Ocugen, Inc.",12,1.36,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.589623,0.788462,26,specific_days,neutral,,S,tier_a_dev|runway_short|cost_haircut_<=2000bps,drug_developer,1,188,0.09254273684210526
DNTH,"Dianthus Therapeutics, Inc.",13,5.49,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.677673,0.942308,159,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,216,0.0743638577586207
CNTA,Centessa Pharmaceuticals plc,14,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.671384,0.936813,98,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,214,0.0743638577586207
CGON,"CG Oncology, Inc.",15,5.49,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.668239,0.898352,130,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,213,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",16,0.68,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.683962,0.909341,130,specific_days,headwind,high_beta|deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,218,0.0743638577586207
CRSP,CRISPR Therapeutics AG,17,6.46,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.105346,0.771978,129,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,34,0.1
ARTV,"Artiva Biotherapeutics, Inc.",18,4.52,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.064465,0.760989,69,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,21,0.1
IMVT,"Immunovant, Inc.",19,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.171384,0.782967,38,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,55,0.1
KOD,Kodiak Sciences Inc,20,5.49,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.444969,0.958791,9,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,142,0.09603160592255125
