ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
IRON,"Disc Medicine, Inc.",1,5.14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.170846,0.60929,73,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,55,0.1
NMRA,"Neumora Therapeutics, Inc.",2,2.54,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.581505,0.631148,12,specific_days,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,186,0.09254273684210526
PVLA,"Palvella Therapeutics, Inc.",3,5.14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.587774,0.636612,12,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,188,0.09254273684210526
RNA,"Avidity Biosciences, Inc.",4,6.04,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.258621,0.620219,165,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,drug_developer,1,83,0.1
SYRE,"Spyre Therapeutics, Inc.",5,5.14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.65674,0.603825,1,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,210,0.07679787341772153
ALMS,Alumis Inc.,6,6.04,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.614754,134,specific_days,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,7,0.1
PRAX,"Praxis Precision Medicines, Inc",7,6.04,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.242947,0.653005,104,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,78,0.1
ZBIO,"Zenas BioPharma, Inc.",8,5.14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.315047,0.65847,104,specific_days,neutral,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|high_risk,drug_developer,1,101,0.1
IMVT,"Immunovant, Inc.",9,5.14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.565831,0.702186,12,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,181,0.09254273684210526
PHVS,Pharvaris N.V.,10,2.54,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.239812,0.680328,43,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,77,0.1
RVMD,"Revolution Medicines, Inc.",11,6.04,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.26489,0.691257,72,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,85,0.1
KURA,"Kura Oncology, Inc.",12,5.14,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.18652,0.70765,165,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,60,0.1
DNTH,"Dianthus Therapeutics, Inc.",13,5.14,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.804075,0.920765,133,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,257,0.0646411489361702
PEPG,PepGen Inc.,14,4.23,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.816614,0.904372,165,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,drug_developer,1,261,0.0646411489361702
ORKA,"Oruka Therapeutics, Inc.",15,5.14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.81348,0.849727,104,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,260,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",16,3.08,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.819749,0.980874,104,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|runway_short,drug_developer,1,262,0.0646411489361702
COGT,"Cogent Biosciences, Inc.",17,6.04,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.672414,0.833333,104,specific_days,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,215,0.0743638577586207
CGON,"CG Oncology, Inc.",18,5.14,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.669279,0.877049,104,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,214,0.0743638577586207
CELC,Celcuity Inc.,19,6.04,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.663009,0.844262,133,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,212,0.0743638577586207
KOD,Kodiak Sciences Inc,20,5.14,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.694357,0.964481,165,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,222,0.0743638577586207
