ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
IRON,"Disc Medicine, Inc.",1,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.183962,0.623626,92,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,59,0.1
PVLA,"Palvella Therapeutics, Inc.",2,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.275157,0.629121,31,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,88,0.1
PRAX,"Praxis Precision Medicines, Inc",3,6.4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.268868,0.651099,123,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,86,0.1
PHVS,Pharvaris N.V.,4,4.48,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.602201,0.695055,3,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,192,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",5,6.4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.294025,0.684066,91,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,94,0.1
ALMS,Alumis Inc.,6,6.4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.029874,0.711538,153,specific_days,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,10,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",7,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.111635,0.733516,91,specific_days,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,36,0.1
OCGN,"Ocugen, Inc.",8,1.34,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.599057,0.760989,19,specific_days,neutral,,S,tier_a_dev|runway_short|cost_haircut_<=2000bps,drug_developer,1,191,0.09254273684210526
CRSP,CRISPR Therapeutics AG,9,6.4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.108491,0.75,122,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,35,0.1
IMVT,"Immunovant, Inc.",10,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.168239,0.755495,31,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,54,0.1
ORKA,"Oruka Therapeutics, Inc.",11,5.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.806604,0.870879,123,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,257,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",12,5.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.809748,0.909341,123,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,258,0.0646411489361702
DNTH,"Dianthus Therapeutics, Inc.",13,5.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.687107,0.947802,152,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,219,0.0743638577586207
CNTA,Centessa Pharmaceuticals plc,14,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.680818,0.942308,91,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,217,0.0743638577586207
CGON,"CG Oncology, Inc.",15,5.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.677673,0.887363,123,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,216,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",16,0.67,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.693396,0.903846,123,specific_days,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,221,0.0743638577586207
ARTV,"Artiva Biotherapeutics, Inc.",17,4.48,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.064465,0.744505,62,specific_days,neutral,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,21,0.1
KOD,Kodiak Sciences Inc,18,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.429245,0.964286,2,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,137,0.09603160592255125
ERAS,"Erasca, Inc.",19,6.4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.419811,0.85989,3,specific_days,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,134,0.09603160592255125
ADCT,ADC Therapeutics SA,20,2.69,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.400943,0.876374,3,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,128,0.09603160592255125
