ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
IRON,"Disc Medicine, Inc.",1,5.61,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.190236,0.61976,61,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,57,0.1
ALMS,Alumis Inc.,2,6.6,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.025253,0.625749,122,specific_days,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,8,0.1
NMRA,"Neumora Therapeutics, Inc.",3,2.77,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.250842,0.643713,61,specific_days,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,75,0.1
CCCC,"C4 Therapeutics, Inc.",4,1.39,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.708754,0.631737,30,specific_days,headwind,overbought_rsi,S,tier_a_dev|sponsor_confirmed|momentum_headwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,211,0.036964688524590165
PVLA,"Palvella Therapeutics, Inc.",5,5.61,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.301347,0.661677,122,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,90,0.1
ZBIO,"Zenas BioPharma, Inc.",6,3.37,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.382155,0.673653,92,specific_days,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|high_risk,drug_developer,1,114,0.1
PRAX,"Praxis Precision Medicines, Inc",7,6.6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.287879,0.667665,92,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,86,0.1
RVMD,"Revolution Medicines, Inc.",8,6.6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.318182,0.709581,60,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,95,0.1
ELDN,"Eledon Pharmaceuticals, Inc.",9,3.63,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.143098,0.655689,92,specific_days,tailwind,deep_drawdown|deep_drawdown_rel_xbi|overbought_rsi,L,tier_a_dev|momentum_tailwind|cost_haircut_>2000bps,drug_developer,1,43,0.1
IMVT,"Immunovant, Inc.",10,5.61,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.176768,0.715569,153,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,53,0.1
