ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
RNA,"Avidity Biosciences, Inc.",1,6.39,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.258621,0.614754,180,specific_days,neutral,overbought_rsi,L,tier_a_dev|sponsor_confirmed|runway_short,drug_developer,1,83,0.1
PVLA,"Palvella Therapeutics, Inc.",2,5.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.581505,0.642077,27,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,186,0.09254273684210526
IRON,"Disc Medicine, Inc.",3,5.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.170846,0.625683,88,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,55,0.1
ALMS,Alumis Inc.,4,6.39,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.631148,149,specific_days,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,7,0.1
PRAX,"Praxis Precision Medicines, Inc",5,6.39,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.246082,0.663934,119,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,79,0.1
IMVT,"Immunovant, Inc.",6,5.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.565831,0.70765,27,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,181,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",7,6.39,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.26489,0.691257,87,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,85,0.1
PHVS,Pharvaris N.V.,8,4.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.242947,0.702186,58,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,78,0.1
KURA,"Kura Oncology, Inc.",9,5.43,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.18652,0.718579,180,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,60,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",10,5.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.098746,0.734973,87,specific_days,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,32,0.1
OCGN,"Ocugen, Inc.",11,0.67,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.57837,0.756831,15,specific_days,headwind,,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,185,0.09254273684210526
PEPG,PepGen Inc.,12,4.47,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.804075,0.980874,180,specific_days,tailwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,drug_developer,1,257,0.0646411489361702
ORKA,"Oruka Therapeutics, Inc.",13,5.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.80094,0.860656,119,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,256,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",14,5.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.80721,0.915301,119,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,258,0.0646411489361702
SYRE,"Spyre Therapeutics, Inc.",15,5.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.65047,0.784153,16,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,208,0.07679787341772153
DNTH,"Dianthus Therapeutics, Inc.",16,5.43,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.669279,0.948087,148,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,214,0.0743638577586207
CGON,"CG Oncology, Inc.",17,5.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.663009,0.877049,119,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,212,0.0743638577586207
ARTV,"Artiva Biotherapeutics, Inc.",18,4.47,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.051724,0.724044,58,specific_days,neutral,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,17,0.1
KOD,Kodiak Sciences Inc,19,5.43,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.691223,0.964481,180,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,221,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",20,0.67,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.675549,0.909836,119,specific_days,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,216,0.0743638577586207
