ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
KALV,"KalVista Pharmaceuticals, Inc.",1,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.206625,0.616022,165,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,66,0.1
PVLA,"Palvella Therapeutics, Inc.",2,5.41,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.298107,0.643646,44,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,95,0.1
PRAX,"Praxis Precision Medicines, Inc",3,6.36,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.291798,0.665746,136,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,93,0.1
PHVS,Pharvaris N.V.,4,2.67,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.591483,0.71547,16,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,188,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",5,6.36,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.31388,0.720994,104,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,100,0.1
ALMS,Alumis Inc.,6,6.36,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.026814,0.726519,166,specific_days,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,9,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",7,5.41,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.115142,0.754144,104,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,37,0.1
ORKA,"Oruka Therapeutics, Inc.",8,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.793375,0.914365,136,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,252,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",9,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.79653,0.930939,136,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,253,0.0646411489361702
CRSP,CRISPR Therapeutics AG,10,6.36,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.111987,0.765193,135,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,36,0.1
NUVB,Nuvation Bio Inc.,11,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.260252,0.776243,166,specific_days,tailwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,83,0.1
DNTH,"Dianthus Therapeutics, Inc.",12,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.670347,0.947514,165,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,213,0.0743638577586207
CNTA,Centessa Pharmaceuticals plc,13,5.41,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.664038,0.941989,104,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,211,0.0743638577586207
ARTV,"Artiva Biotherapeutics, Inc.",14,2.67,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.061514,0.748619,75,specific_days,headwind,deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,20,0.1
CGON,"CG Oncology, Inc.",15,5.41,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.660883,0.89779,136,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,210,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",16,0.67,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.676656,0.91989,136,specific_days,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,215,0.0743638577586207
OCGN,"Ocugen, Inc.",17,2.67,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.266562,0.787293,32,specific_days,tailwind,,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,85,0.1
KOD,Kodiak Sciences Inc,18,5.41,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.449527,0.958564,15,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,143,0.09603160592255125
ERAS,"Erasca, Inc.",19,6.36,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.440063,0.870166,16,specific_days,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,140,0.09603160592255125
IMVT,"Immunovant, Inc.",20,5.41,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.181388,0.798343,44,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,58,0.1
