ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
PVLA,"Palvella Therapeutics, Inc.",1,5.38,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.600313,0.631148,30,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,192,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,5.38,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.161442,0.620219,91,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,52,0.1
PRAX,"Praxis Precision Medicines, Inc",3,6.33,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.224138,0.653005,122,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,72,0.1
PHVS,Pharvaris N.V.,4,4.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.597179,0.696721,2,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,191,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",5,6.33,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.242947,0.680328,90,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,78,0.1
IMVT,"Immunovant, Inc.",6,5.38,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.57837,0.740437,30,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,185,0.09254273684210526
ALMS,Alumis Inc.,7,6.33,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.70765,152,specific_days,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,7,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",8,5.38,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.095611,0.729508,90,specific_days,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,31,0.1
OCGN,"Ocugen, Inc.",9,0.66,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.594044,0.762295,18,specific_days,headwind,,XS,tier_a_dev|momentum_headwind|runway_short|cost_haircut_<=2000bps,drug_developer,1,190,0.09254273684210526
ORKA,"Oruka Therapeutics, Inc.",10,5.38,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.804075,0.849727,122,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,257,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",11,5.38,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.80721,0.915301,122,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,258,0.0646411489361702
CRSP,CRISPR Therapeutics AG,12,6.33,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.092476,0.756831,121,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,30,0.1
DNTH,"Dianthus Therapeutics, Inc.",13,5.38,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.684953,0.948087,151,specific_days,tailwind,overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,219,0.0743638577586207
ARTV,"Artiva Biotherapeutics, Inc.",14,4.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.051724,0.734973,61,specific_days,neutral,deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,17,0.1
CGON,"CG Oncology, Inc.",15,5.38,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.678683,0.893443,122,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,217,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",16,0.66,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.691223,0.909836,122,specific_days,headwind,high_beta,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,221,0.0743638577586207
VRDN,"Viridian Therapeutics, Inc.",17,5.38,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.412226,0.844262,30,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,132,0.09603160592255125
OLMA,"Olema Pharmaceuticals, Inc.",18,6.33,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.393417,0.81694,30,specific_days,tailwind,high_vol,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,126,0.09603160592255125
KOD,Kodiak Sciences Inc,19,5.38,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.377743,0.964481,1,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,121,0.09603160592255125
IVVD,"Invivyd, Inc.",20,4.43,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.374608,0.959016,30,specific_days,tailwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,120,0.09603160592255125
