ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,catalyst_days,catalyst_mode,mom_state,risk_flags,size_band,size_reasons,archetype,eligible,composite_rank,composite_score
IRON,"Disc Medicine, Inc.",1,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.187107,0.629121,93,specific_days,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,60,0.1
PVLA,"Palvella Therapeutics, Inc.",2,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.278302,0.634615,32,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,89,0.1
PRAX,"Praxis Precision Medicines, Inc",3,6.4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.272013,0.656593,124,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,87,0.1
PHVS,Pharvaris N.V.,4,4.48,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.602201,0.700549,4,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,drug_developer,1,192,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",5,6.4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.29717,0.684066,92,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,95,0.1
ALMS,Alumis Inc.,6,6.4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.029874,0.717033,154,specific_days,tailwind,high_vol|high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,drug_developer,1,10,0.1
CRVS,"Corvus Pharmaceuticals, Inc.",7,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.11478,0.739011,92,specific_days,tailwind,high_beta|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,37,0.1
OCGN,"Ocugen, Inc.",8,1.34,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.599057,0.766484,20,specific_days,neutral,,S,tier_a_dev|runway_short|cost_haircut_<=2000bps,drug_developer,1,191,0.09254273684210526
CRSP,CRISPR Therapeutics AG,9,6.4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.111635,0.755495,123,specific_days,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,drug_developer,1,36,0.1
IMVT,"Immunovant, Inc.",10,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.171384,0.760989,32,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,55,0.1
ORKA,"Oruka Therapeutics, Inc.",11,5.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.800314,0.898352,124,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,255,0.0646411489361702
SION,"Sionna Therapeutics, Inc.",12,5.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.803459,0.914835,124,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,drug_developer,1,256,0.0646411489361702
DNTH,"Dianthus Therapeutics, Inc.",13,5.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.680818,0.947802,153,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,217,0.0743638577586207
CNTA,Centessa Pharmaceuticals plc,14,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.674528,0.942308,92,specific_days,neutral,,L,tier_a_dev|sponsor_confirmed,drug_developer,1,215,0.0743638577586207
CGON,"CG Oncology, Inc.",15,5.44,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.671384,0.892857,124,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,214,0.0743638577586207
FDMT,"4D Molecular Therapeutics, Inc.",16,0.67,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.687107,0.909341,124,specific_days,headwind,high_beta|deep_drawdown_rel_xbi,XS,tier_a_dev|momentum_headwind|high_risk|cost_haircut_<=2000bps,drug_developer,1,219,0.0743638577586207
ARTV,"Artiva Biotherapeutics, Inc.",17,4.48,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.064465,0.75,63,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,drug_developer,1,21,0.1
KOD,Kodiak Sciences Inc,18,5.44,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.429245,0.964286,3,specific_days,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,drug_developer,1,137,0.09603160592255125
ERAS,"Erasca, Inc.",19,6.4,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.419811,0.865385,4,specific_days,tailwind,high_vol|overbought_rsi,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk,drug_developer,1,134,0.09603160592255125
ADCT,ADC Therapeutics SA,20,2.69,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.400943,0.881868,4,specific_days,headwind,,M,tier_a_dev|sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,drug_developer,1,128,0.09603160592255125
