ticker,company_name,actionable_rank,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,clinical_optionality_pct_dev,clinical_alpha_z,clinical_score_z,clinical_score_z_tier,commercial_quality_pct,catalyst_days,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,decision_engine_version,decision_engine_ruleset_id,alpha_cohort_key,alpha_cohort_raw,missing_components,archetype,composite_rank,composite_score
PVLA,"Palvella Therapeutics, Inc.",1,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.581505,0.625683,0.5199,-0.4907,1.3696,,17,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,186,0.09254273684210526
IRON,"Disc Medicine, Inc.",2,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.173981,0.60929,0.5216,-0.4126,1.5722,,78,specific_days,3,headwind,,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,56,0.1
NMRA,"Neumora Therapeutics, Inc.",3,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.5721,0.642077,0.5198,-0.5238,1.2836,,17,specific_days,3,tailwind,overbought_rsi,M,tier_a_dev|momentum_tailwind|runway_short|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,183,0.09254273684210526
RNA,"Avidity Biosciences, Inc.",4,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.261755,0.631148,0.5199,-0.4907,1.3696,,170,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,84,0.1
ALMS,Alumis Inc.,5,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.020376,0.620219,0.5206,-0.4462,1.485,,139,specific_days,3,tailwind,high_vol|high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,7,0.1
PRAX,"Praxis Precision Medicines, Inc",6,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.246082,0.653005,0.5188,-0.5677,1.1699,,109,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|runway_short,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,79,0.1
ZBIO,"Zenas BioPharma, Inc.",7,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.318182,0.65847,0.5144,-0.5894,1.1134,,109,specific_days,3,headwind,high_vol|deep_drawdown|deep_drawdown_rel_xbi,M,tier_a_dev|sponsor_confirmed|momentum_headwind|high_risk,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,102,0.1
IMVT,"Immunovant, Inc.",8,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.556426,0.696721,0.5097,-0.7181,0.7796,,17,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_0_30|pos,0.09254273684210526,,drug_developer,178,0.09254273684210526
RVMD,"Revolution Medicines, Inc.",9,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.268025,0.685792,0.5111,-0.6756,0.8899,,77,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,86,0.1
PHVS,Pharvaris N.V.,10,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.242947,0.702186,0.5093,-0.7392,0.7248,,48,specific_days,3,neutral,,L,tier_a_dev|sponsor_confirmed|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,late|near_31_90|pos,0.1,,drug_developer,78,0.1
KURA,"Kura Oncology, Inc.",11,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.189655,0.70765,0.5091,-0.7707,0.6431,,170,specific_days,3,headwind,deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|momentum_headwind,v1.3.0,6e0bf8fb,late|near_91_180|pos,0.1,,drug_developer,61,0.1
CLYM,"Climb Bio, Inc.",12,A,high_opt+catalyst_near,A,high_opt+catalyst_near,,0.083072,0.680328,-0.7132,-0.666,0.9147,,48,specific_days,3,tailwind,high_beta,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|high_risk|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_31_90|pos,0.1,,drug_developer,27,0.1
PEPG,PepGen Inc.,13,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.810345,0.980874,-0.1631,-1.5399,-1.3522,,170,specific_days,3,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind|cost_haircut_<=2000bps,v1.3.0,6e0bf8fb,mid|near_91_180|nonpos,0.0646411489361702,,drug_developer,259,0.0646411489361702
